chr7	36393600	36394001	4	0	2	9	10	11	5	1	11	2	3	13
chr8	30911201	30913001	19	4	15	25	33	5	35	326	10	19	8	43
chr4	128513800	128514201	0	0	0	0	0	0	0	0	0	0	0	0
chr11	78423800	78424201	0	2	3	5	3	4	6	1	5	4	2	4
chr3	122253800	122254001	1	0	0	2	2	0	1	0	3	5	1	3
chr2	26769400	26769601	2	0	2	2	2	1	1	0	5	0	1	2
chr8	8461600	8462001	0	1	1	2	4	13	3	2	8	2	0	4
chr17	19980600	19980801	0	0	0	3	2	0	2	0	1	0	0	4
chr17	10127600	10128601	2	3	0	4	4	4	4	1	9	2	2	4
chr19	49492600	49492801	2	1	0	4	1	0	3	0	0	1	1	1
chr17	15340801	15342201	4	5	11	9	19	8	30	10	15	5	11	6
chr12	104606800	104607601	1	1	1	3	2	7	2	3	8	4	2	6
chr3	132319000	132319201	0	0	0	3	0	0	2	1	1	3	0	4
chr1	207958600	207960001	9	3	15	30	28	2	71	48	13	18	9	26
chr13	63811401	63811800	3	1	0	0	4	0	0	0	1	3	0	1
chr14	64764600	64765001	0	0	2	5	3	2	0	2	3	4	1	1
chr10	49679200	49680000	258	48	35	17	16	17	41	151	121	115	327	13
chr7	1062000	1062601	4	3	6	4	12	2	12	31	1	1	4	7
chr1	2104600	2105201	21	18	8	17	8	23	2	4	30	6	8	27
chr13	20712600	20713401	4	0	3	6	6	8	4	3	2	2	1	6
chr11	44939400	44939801	2	5	1	7	2	5	3	2	2	3	1	11
chr15	84605000	84605601	1	1	1	2	4	2	2	2	4	2	1	2
chr2	85728800	85729401	35	10	14	10	6	2	7	8	40	19	19	4
chr15	73689200	73689401	1	1	1	2	0	3	2	0	2	0	1	2
chr9	129436800	129438001	7	2	5	11	7	14	3	3	9	4	3	19
chr16	87983600	87984401	37	131	91	12	4	5	5	12	148	101	53	5
chr15	41290800	41291001	2	1	1	2	0	0	6	1	0	2	0	1
chr19	54436000	54436401	1	1	3	2	1	2	0	1	0	2	4	6
chr8	95086200	95086401	0	0	2	3	2	3	1	0	1	1	1	1
chr7	1466600	1466801	6	3	4	3	2	2	2	2	11	4	1	4
chr15	52135400	52135801	69	26	17	13	5	3	8	62	24	33	30	23
chr6	97626600	97626801	0	0	0	0	0	0	4	0	1	0	0	0
chr16	35552601	35553400	0	0	0	0	0	0	0	0	0	0	0	0
chr11	76799000	76799801	7	1	2	14	2	12	1	4	11	3	3	28
chr5	150846400	150847401	18	5	10	8	19	4	49	16	11	10	7	9
chr2	121902400	121903401	1	5	1	6	6	10	3	3	6	4	2	9
chr1	84692600	84693801	4	3	8	8	13	5	1	2	15	6	2	9
chr10	112957600	112959001	3	5	3	5	7	5	5	2	5	2	4	9
chr20	50293200	50293401	3	0	1	1	0	4	2	0	1	1	1	3
chr15	94235600	94236001	0	0	0	1	13	1	2	3	1	3	0	2
chr6	31117200	31117401	3	3	0	3	1	2	5	2	0	4	2	8
chr19	18018200	18018601	1	0	1	0	3	0	0	0	0	0	0	2
chr2	162342400	162342601	1	0	0	2	3	0	1	1	2	4	0	0
chr19	15283800	15284001	0	0	0	1	0	1	0	2	0	2	0	2
chr11	72072200	72072401	27	1	5	4	1	3	4	10	6	4	3	2
chr6	71165001	71165200	1	0	0	2	2	2	2	7	0	1	0	2
chr1	28883800	28884201	8	0	2	1	4	1	9	6	1	4	0	4
chr4	56653800	56654401	0	4	3	4	11	7	7	2	10	8	3	3
chr4	173634001	173634400	0	0	2	5	2	1	3	0	1	2	2	2
chr18	54830400	54830601	0	0	0	4	2	2	1	1	0	3	1	4
chr6	13474800	13475001	16	2	4	5	4	1	4	11	1	3	4	5
chr18	77101200	77102601	4	4	4	9	13	3	23	10	5	6	5	11
chr2	218000400	218001001	4	0	4	3	14	1	4	4	8	1	2	3
chr14	99256000	99256801	1	0	3	7	10	1	1	1	3	3	0	2
chr12	110460801	110461200	5	2	3	9	0	1	8	6	2	5	7	12
chr19	58345801	58346001	0	0	0	1	1	0	1	1	0	1	0	1
chr12	62936000	62936201	5	0	3	3	3	0	5	4	0	3	3	3
chr15	52552400	52552601	0	1	0	2	0	9	0	0	1	1	1	3
chr10	100911201	100911401	1	0	3	1	3	1	1	2	6	2	0	1
chr15	44739200	44739801	6	0	2	9	4	0	16	81	5	12	3	7
chr3	188587000	188587400	0	0	0	0	3	4	1	0	0	1	0	1
chr6	109772000	109772201	1	0	4	4	2	2	5	0	1	1	2	1
chr12	106133600	106133801	0	1	1	3	4	2	0	0	0	0	1	4
chr20	26063201	26064600	0	3	0	4	2	1	5	0	4	0	2	2
chr11	128624200	128625201	3	0	3	8	6	9	6	1	2	2	4	11
chr14	68779800	68781201	34	8	5	14	11	3	5	6	17	8	4	5
chr1	158810400	158810601	0	0	2	1	5	2	3	1	1	0	0	1
chr20	62921200	62921601	1	0	0	0	0	0	1	0	0	0	0	0
chr17	215000	216401	8	4	3	6	9	15	3	2	4	4	2	6
chr7	42227200	42228801	3	1	4	2	12	19	4	6	7	4	7	23
chr1	50251600	50251801	1	0	0	1	4	0	2	0	3	1	0	1
chr5	32588000	32588401	20	13	10	20	11	4	25	223	7	9	11	24
chr1	16656401	16657401	11	4	3	9	11	6	11	53	5	8	3	18
chr13	40438600	40439601	2	1	4	8	5	11	4	1	6	1	1	11
chr9	34645000	34645201	6	2	1	1	2	1	1	1	3	4	4	2
chr8	30087800	30088601	5	3	3	14	5	11	9	4	13	3	3	14
chr17	77548400	77548601	0	0	0	0	0	0	0	0	0	0	0	0
chr3	128845200	128846801	12	3	6	24	15	4	17	5	4	7	10	14
chr17	19202400	19202601	0	0	2	0	1	1	0	4	1	2	1	2
chr16	85995600	85995801	3	15	6	4	7	6	2	0	19	4	1	5
chr17	50133400	50133601	1	0	0	0	6	2	1	0	0	1	0	1
chr1	9893000	9893601	2	0	4	2	6	11	3	0	5	4	3	6
chr7	128452600	128454001	298	132	71	56	24	24	39	24	96	44	58	45
chr19	56066600	56067001	2	1	0	3	0	4	2	1	8	1	1	5
chr18	58088000	58088201	0	0	1	1	3	0	0	1	0	2	0	0
chr10	97423600	97423801	15	2	2	1	7	0	8	4	2	11	12	1
chr13	99282400	99282801	1	1	1	0	1	3	1	1	2	1	1	2
chr7	97732200	97733201	5	6	2	6	17	11	9	5	16	4	10	4
chr17	17834200	17834401	6	0	2	1	0	0	1	2	0	0	0	0
chr17	36721400	36723001	18	8	7	23	12	36	3	10	7	12	7	67
chr11	47234800	47235001	1	0	1	0	2	2	0	0	2	1	0	1
chr10	68329000	68329201	0	0	3	0	6	1	2	1	1	1	0	1
chr16	19697400	19697801	3	0	3	4	3	3	12	2	1	2	4	6
chr20	7257401	7258400	1	0	0	1	0	0	2	0	1	0	0	1
chr7	150852400	150853201	11	4	11	27	18	33	10	5	27	16	9	29
chr7	140403400	140405201	12	8	11	29	25	4	79	47	10	20	15	31
chr2	74843800	74844001	0	0	0	2	4	0	1	1	1	4	0	3
chr12	46830600	46832401	74	20	17	26	20	10	19	20	106	35	10	14
chr1	161458000	161458201	15	6	7	2	3	1	3	2	16	7	1	0
chr2	25821800	25823001	7	5	4	9	5	16	2	3	11	6	6	17
chr12	547400	547801	2	0	1	5	3	0	10	4	2	3	1	3
chr1	205312200	205312401	2	1	3	3	4	12	1	3	0	1	2	18
chr11	77126800	77128601	4	3	6	8	12	37	6	5	12	6	3	14
chr1	217137000	217137401	2	2	0	4	17	3	5	1	2	4	0	1
chr19	7699000	7699201	3	3	4	1	4	2	1	7	2	3	2	5
chr20	17558400	17559001	4	2	2	5	9	2	4	23	4	1	4	5
chr15	52023200	52023601	23	8	7	10	8	0	16	25	19	11	4	9
chr1	15798600	15798801	10	2	2	4	3	2	2	3	8	5	2	3
chr1	120132200	120132401	1	0	0	4	1	1	1	0	1	2	1	2
chr20	21162800	21163600	5	1	4	4	2	3	6	5	4	3	1	3
chr17	19304000	19304201	0	1	0	3	1	3	1	0	2	0	2	0
chr10	124736000	124736801	2	2	0	8	7	2	5	3	6	4	3	3
chr8	27381400	27381801	10	2	2	6	3	1	12	0	6	0	3	2
chr7	77246400	77246601	2	1	0	7	1	2	10	6	2	1	6	8
chr1	15799000	15800801	40	27	15	35	30	11	9	11	86	17	16	29
chr19	2637000	2637601	12	11	9	12	6	2	1	8	16	6	8	13
chr22	30386200	30388001	12	1	6	11	13	6	28	9	7	9	11	23
chr8	23050200	23050601	2	0	2	3	13	0	16	3	2	4	1	8
chr12	52925000	52925201	1	0	0	4	3	3	1	1	3	2	2	3
chr2	70887400	70888201	11	2	4	12	10	6	12	5	13	12	4	15
chr2	262200	262801	6	3	5	7	19	2	8	11	3	1	5	5
chr20	50641800	50642201	1	0	1	2	0	3	0	3	3	1	2	0
chr4	184815800	184816201	2	0	1	4	7	6	3	1	9	6	1	3
chr16	77431601	77431800	1	0	2	2	3	3	4	0	2	0	1	5
chr4	47911400	47911601	2	1	1	3	0	1	4	14	0	3	2	8
chr1	156154200	156155201	40	13	14	11	11	3	4	5	50	15	6	2
chr16	89118200	89118801	7	7	3	10	2	7	1	5	8	8	2	20
chr6	144035800	144037601	18	9	17	33	41	11	48	23	15	19	12	25
chr12	1920800	1922601	68	18	20	24	11	21	10	9	28	10	19	38
chr6	24958200	24958601	1	1	2	6	7	5	2	1	5	5	0	4
chr13	48568400	48568801	2	1	2	0	2	1	2	4	2	1	0	1
chr3	147370401	147371000	1	0	2	3	4	1	3	4	6	5	0	5
chr17	3659400	3660001	6	3	2	2	1	5	1	3	5	6	2	5
chr19	4637000	4638201	35	7	7	14	11	7	15	12	35	16	12	6
chr14	20612400	20612601	11	3	3	0	11	1	2	4	33	1	4	0
chr10	24622400	24622801	0	1	3	1	3	2	4	1	3	5	1	1
chr12	132284800	132285001	0	1	2	1	0	0	4	1	1	1	1	3
chr20	31879001	31880800	14	14	7	34	25	42	9	12	23	7	12	71
chr3	25454200	25454601	2	2	1	3	1	4	1	0	3	0	0	4
chr16	978400	979601	2	2	3	17	8	20	5	1	6	6	8	27
chr8	37785400	37785801	4	3	0	1	0	1	0	1	3	2	0	1
chr20	47415200	47415801	8	3	2	8	2	6	2	5	5	4	2	8
chr5	6582800	6583801	27	40	23	22	9	44	5	7	44	6	3	17
chr4	98352400	98353001	2	0	2	2	12	2	1	2	2	0	1	2
chr3	42063200	42064401	17	10	10	27	12	6	17	89	17	11	3	47
chr14	24296600	24297001	0	1	4	7	1	2	1	2	2	1	2	8
chr10	75108000	75109201	8	5	8	11	13	4	11	6	21	10	6	12
chr4	184820600	184821201	3	0	3	4	15	4	5	2	6	3	5	7
chr3	149373800	149374201	4	4	3	2	3	2	1	6	5	0	2	2
chr10	110269200	110270001	1	0	0	2	1	1	0	0	1	1	0	2
chr17	40110000	40110801	20	4	4	5	9	2	0	5	14	3	2	10
chr16	53102000	53102601	10	6	5	11	9	2	36	46	7	4	13	13
chr4	139698200	139698800	40	18	20	10	26	5	9	26	33	15	13	7
chr1	9239400	9240201	5	6	5	5	10	18	5	3	10	3	5	10
chr14	64293600	64295001	3	1	2	3	7	7	3	0	8	5	3	7
chr1	153623200	153623401	4	0	1	2	1	0	2	1	1	1	0	2
chr2	160388200	160389201	8	5	9	13	12	5	9	12	15	14	3	16
chr6	332000	332201	12	3	2	10	5	2	3	6	4	6	3	24
chr5	155013601	155014200	0	2	1	3	9	2	2	0	1	1	3	2
chr17	27414600	27414801	0	1	1	1	1	0	5	1	1	0	2	4
chr7	134456800	134457001	3	1	4	2	4	1	4	1	2	0	2	3
chr17	78916000	78917001	3	3	2	11	9	6	27	5	1	7	6	16
chr15	69081800	69082201	4	1	2	15	2	2	18	40	4	5	5	27
chr2	200373400	200374601	4	6	5	9	5	16	4	4	11	2	2	9
chr6	154507000	154507201	1	0	2	3	3	2	2	2	2	4	4	5
chr6	36766000	36766201	1	2	2	1	8	5	2	1	9	1	0	6
chr6	11172600	11173001	24	21	13	18	18	11	3	3	17	4	11	12
chr1	8889600	8890801	61	56	35	19	16	12	6	6	70	18	12	26
chr5	132806801	132807401	6	3	4	6	2	11	1	3	3	4	0	5
chr19	6661800	6662201	13	5	2	4	9	6	5	3	3	2	4	14
chr1	207882600	207884201	18	6	7	22	15	13	41	11	11	13	15	19
chr15	88614800	88615201	1	1	0	6	4	3	2	0	2	1	2	4
chr20	32563800	32564001	0	0	0	1	0	1	1	0	0	0	0	1
chr7	22561800	22562001	0	1	0	1	3	2	2	1	1	0	3	0
chr5	139694800	139695001	3	0	0	1	0	1	0	0	2	2	1	1
chr20	25039200	25039601	3	12	10	5	3	2	1	2	12	1	0	10
chr16	17349600	17350601	2	2	3	8	4	15	4	2	5	1	1	12
chr14	21990401	21991001	12	6	7	9	3	1	11	12	1	8	3	9
chr2	6934000	6934201	3	2	3	3	1	5	1	0	3	3	2	2
chr6	80070001	80070800	4	1	3	2	8	1	1	4	4	5	1	5
chr2	37563400	37563601	1	0	1	1	2	4	0	0	4	1	0	4
chr1	113859400	113860601	3	0	5	14	12	4	2	4	3	4	4	7
chr2	169590000	169590201	1	1	1	1	6	4	2	0	6	0	1	6
chr16	67489000	67489601	9	3	3	20	5	1	9	17	4	4	5	18
chr3	130093600	130095001	104	23	16	14	37	13	46	22	42	24	64	7
chr9	94920400	94921601	13	12	11	12	19	41	7	8	35	4	10	11
chr11	64300600	64301601	14	7	9	15	7	25	4	5	14	5	5	27
chr3	30631400	30632401	3	4	7	5	13	2	3	2	7	4	2	6
chr5	141382600	141383800	8	3	7	17	15	4	36	12	7	15	7	18
chr6	169424800	169425401	0	0	0	4	6	1	0	2	1	0	0	1
chr15	76190600	76191601	36	1	9	18	10	4	30	21	6	6	4	15
chr15	62758200	62758401	1	1	0	3	1	10	0	2	0	0	1	3
chr14	39232600	39233401	0	0	3	5	4	3	1	0	2	2	1	4
chr11	73387200	73387601	1	0	2	7	5	3	7	5	1	1	1	7
chr9	128149200	128149401	3	0	1	7	1	1	2	2	5	0	4	2
chr19	46022800	46023401	4	2	2	1	0	1	3	1	0	3	1	5
chr7	29985200	29987001	27	13	13	32	22	20	13	11	45	18	14	22
chr12	108566600	108566801	1	0	0	3	1	2	1	1	3	1	1	4
chr17	50116600	50116801	0	0	1	0	0	2	0	0	1	3	0	0
chr11	102314200	102314401	0	0	0	0	1	0	0	5	1	1	0	0
chr14	54653800	54654001	0	0	0	1	0	1	0	0	3	1	2	1
chr17	65039400	65039801	3	1	2	10	4	11	0	1	3	1	0	8
chr11	9090600	9092401	14	7	9	39	20	69	10	8	37	16	15	32
chr6	34220000	34220201	12	3	8	2	3	0	3	6	12	4	1	1
chr5	151259000	151259201	0	1	0	1	1	0	0	1	2	0	1	0
chr1	108043400	108043601	3	1	0	0	4	1	2	0	3	4	0	1
chr11	628600	628801	9	4	3	6	4	2	5	5	11	5	13	7
chr12	49902200	49902401	1	1	3	2	0	0	2	1	3	0	0	5
chr3	12003600	12005401	10	1	7	28	29	28	7	14	20	8	9	22
chr15	99434800	99435601	3	1	3	11	15	27	7	5	11	4	4	18
chr4	7065600	7065801	9	1	3	7	4	1	24	28	0	4	6	7
chr1	40305400	40305601	1	0	1	5	2	1	17	2	1	4	0	5
chr17	40533200	40533801	8	4	3	6	2	0	19	30	0	3	2	7
chr16	89565400	89566601	20	6	11	12	6	6	13	13	14	23	10	15
chr1	46612200	46612401	5	5	3	2	0	0	0	2	5	4	1	1
chr11	88172001	88173001	5	4	10	7	16	10	1	4	25	11	3	7
chr10	126422000	126422201	2	2	1	4	2	1	6	10	0	4	0	6
chr21	43361200	43363001	11	4	9	34	19	6	23	42	8	15	11	40
chr4	40829600	40830201	5	4	1	4	14	13	1	0	3	3	4	11
chr11	3580400	3581601	8	4	4	4	11	3	3	4	11	3	1	3
chr11	8715400	8716001	9	4	2	14	6	3	21	17	4	16	6	11
chr4	54941600	54943001	5	3	3	8	12	28	5	2	22	9	5	18
chr8	11863200	11863401	0	0	0	1	1	2	0	0	2	0	0	1
chr16	71726800	71727001	2	0	0	3	1	0	4	2	1	0	2	4
chr7	73846200	73846401	4	0	0	1	1	2	0	1	1	0	1	3
chr18	60372400	60373400	4	4	6	6	10	4	2	4	41	12	4	5
chr17	76526600	76527001	9	3	1	5	2	12	0	4	2	2	2	11
chr16	69772800	69773001	0	0	1	0	0	2	3	1	1	1	1	0
chr12	50509000	50509201	0	0	0	2	0	0	1	0	0	0	0	0
chr1	161191200	161192001	12	2	8	9	7	5	1	4	18	12	2	2
chr16	57863400	57863801	7	3	3	8	12	8	1	3	22	8	2	7
chr20	62339800	62340201	8	138	91	9	5	3	5	123	27	102	39	15
chr3	142827401	142827800	6	2	0	4	3	0	4	2	21	3	1	0
chr1	155938800	155939401	27	3	3	13	7	4	34	90	2	13	17	24
chr13	111187800	111188401	12	6	0	12	2	3	8	19	7	4	4	8
chr15	69466400	69467001	5	1	0	8	0	2	1	3	5	1	1	17
chr12	66803201	66803601	3	3	7	4	2	4	3	2	15	1	1	6
chr15	65045000	65045801	25	8	10	14	7	36	6	7	14	6	3	18
chr1	16236000	16237801	12	6	13	26	24	14	101	206	10	23	10	47
chr6	113531000	113531801	3	0	3	8	12	3	1	0	11	8	2	0
chr8	73834200	73834601	3	1	2	7	1	2	3	1	0	5	1	3
chr11	94706000	94707601	17	430	446	31	25	14	17	244	459	424	211	20
chr21	36159000	36159201	0	1	3	0	0	1	2	2	3	0	2	5
chr15	42344800	42345201	1	2	3	3	3	7	5	1	3	4	1	3
chr12	123106800	123107201	0	2	2	2	4	3	19	4	2	2	3	7
chr4	6855800	6856201	19	6	5	10	4	2	11	27	4	4	5	9
chr7	140435201	140436000	2	3	6	12	11	4	17	4	5	5	4	15
chr2	239297200	239299001	17	1	7	11	9	3	19	11	12	11	10	7
chr14	103131800	103132601	99	35	28	26	16	2	23	154	13	28	24	40
chr8	737200	738401	2	6	4	16	14	34	5	4	12	8	5	17
chr18	63142000	63142401	0	1	0	2	2	2	0	0	1	0	0	2
chr7	128356200	128356401	6	3	4	10	8	7	5	1	5	0	4	6
chr17	81043600	81044201	57	11	8	10	5	2	28	41	7	22	10	34
chr8	143429200	143429601	0	1	2	3	6	3	5	1	3	3	3	17
chr3	8658000	8658201	0	0	0	1	0	0	0	0	0	0	0	0
chr5	31636800	31637201	3	3	6	8	5	5	2	2	2	6	0	2
chr12	54389200	54389401	7	69	45	3	3	2	1	15	65	67	49	3
chr15	65832400	65833801	31	11	9	27	19	8	26	315	24	26	11	45
chr9	35833200	35833801	8	4	2	10	2	3	1	7	11	6	8	6
chr12	47770600	47771600	89	81	34	14	20	6	5	7	72	34	55	28
chr17	51050800	51051001	0	0	1	1	2	2	0	0	1	3	0	1
chr17	35377400	35377601	1	0	0	1	2	1	4	7	0	1	0	1
chr16	87305800	87306401	2	0	1	6	4	2	4	3	0	4	2	8
chr20	17557800	17558201	0	1	1	3	0	1	3	5	3	0	0	8
chr12	8037200	8037601	10	3	1	7	3	1	5	4	11	4	2	1
chr16	80540200	80541801	4	4	5	15	19	12	8	7	12	10	10	18
chr1	209704600	209706200	9	1	5	16	13	20	7	3	20	10	4	28
chr11	44621000	44621401	0	3	1	3	7	6	0	1	2	2	4	7
chr5	141177600	141178600	5	6	4	11	7	20	7	3	9	0	2	5
chr19	6663800	6664201	12	7	4	8	7	4	1	1	11	4	2	6
chr15	90660600	90661401	3	6	5	1	10	1	6	1	8	2	2	1
chr16	89920600	89920801	2	2	0	3	2	1	3	1	1	1	0	3
chr7	100351800	100353601	9	4	7	20	13	29	6	6	23	9	4	17
chr21	33401400	33401601	0	2	1	1	2	7	1	0	3	2	0	3
chr17	28233400	28234601	3	3	6	3	11	8	8	19	3	4	2	8
chr3	93972600	93974401	0	1	7	9	11	4	6	6	7	3	1	14
chr2	172551200	172551401	4	1	3	1	3	1	8	10	1	2	1	1
chr9	76869000	76869201	1	0	0	1	0	0	1	0	0	0	0	2
chr8	141413200	141414001	5	1	3	6	3	4	7	2	0	6	0	8
chr18	35048200	35048801	4	0	2	2	0	3	1	0	8	1	1	8
chr20	32277000	32278801	268	86	57	32	33	9	20	22	39	49	78	43
chr12	12837200	12837801	8	4	2	7	2	8	2	3	10	4	2	6
chr8	133092400	133093401	4	0	1	0	1	2	1	0	2	0	1	1
chr2	109611200	109611401	2	0	0	0	1	2	0	0	0	1	1	0
chr4	123259400	123259601	2	0	2	1	1	0	2	3	3	1	2	1
chr10	73229800	73230001	0	1	0	1	3	4	0	0	2	4	0	3
chr2	74847200	74847401	3	2	0	3	2	2	4	5	12	2	0	3
chr6	87122401	87122800	2	1	1	1	7	2	2	2	2	2	1	2
chr7	148262800	148263201	4	5	3	4	5	5	2	0	8	3	1	4
chr11	114170200	114170401	6	1	9	3	6	1	2	6	10	6	4	2
chr12	51823200	51823601	4	2	1	1	3	7	1	2	1	3	1	6
chr1	51296600	51297601	9	6	11	27	18	11	19	83	7	12	10	16
chr10	5861200	5861601	8	2	2	1	1	0	1	3	8	3	3	2
chr17	29572400	29573201	4	2	3	13	7	0	26	11	3	6	7	17
chr1	31707800	31708201	5	0	5	7	1	18	2	1	4	4	8	7
chr7	50347200	50348201	85	284	182	23	19	11	43	614	109	357	288	14
chr9	111033400	111033801	4	4	1	3	8	5	3	2	5	2	0	9
chr1	17017000	17017200	3	0	0	6	2	2	2	3	12	2	1	6
chr17	29148400	29149801	103	106	123	34	24	11	40	758	31	102	43	73
chr1	26045400	26047000	8	4	5	7	12	24	9	2	7	3	6	15
chr2	90234401	90234601	2	0	0	3	4	0	0	1	3	2	0	1
chr14	20706401	20707001	3	1	4	0	0	2	1	1	7	1	2	3
chr5	132372400	132372601	1	0	0	2	0	0	0	1	0	0	0	0
chr5	121199001	121199800	7	2	5	6	4	3	3	1	17	6	3	10
chr17	58218400	58220201	41	15	15	37	14	26	9	8	21	10	6	73
chr4	25030200	25031801	3	3	2	30	14	56	5	4	6	7	9	36
chr14	56816401	56817001	2	1	2	2	9	4	1	1	2	3	1	4
